id,flag,original,new,oaw_id_x,cs_applied_x,orig_eu_outer_regions_ets_flag,orig_dom,orig_gcd+95,orig_corsia_(old),orig_swiss,orig_combined_ets_flag,orig_circular,orig_uk_ets_flag,orig_eu_ets_(old),orig_swiss_ets_flag,orig_outer,orig_eu_ets_flag,oaw_id_y,cs_applied_y,new_eu_outer_regions_ets_flag,new_dom,new_gcd+95,new_corsia_(old),new_swiss,new_combined_ets_flag,new_circular,new_uk_ets_flag,new_eu_ets_(old),new_swiss_ets_flag,new_outer,new_eu_ets_flag
33815848,eu_outer_regions_ets_flag,N,Y,33815848.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33815848.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33816476,eu_outer_regions_ets_flag,N,Y,33816476.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33816476.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33816500,eu_outer_regions_ets_flag,N,Y,33816500.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33816500.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33816501,eu_outer_regions_ets_flag,N,Y,33816501.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33816501.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33816849,eu_outer_regions_ets_flag,N,Y,33816849.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33816849.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33816854,eu_outer_regions_ets_flag,N,Y,33816854.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33816854.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33816856,eu_outer_regions_ets_flag,N,Y,33816856.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33816856.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33823946,eu_outer_regions_ets_flag,N,Y,33823946.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33823946.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33823950,eu_outer_regions_ets_flag,N,Y,33823950.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33823950.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33824005,eu_outer_regions_ets_flag,N,Y,33824005.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33824005.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33824011,eu_outer_regions_ets_flag,N,Y,33824011.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33824011.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33824015,eu_outer_regions_ets_flag,N,Y,33824015.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33824015.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33824018,eu_outer_regions_ets_flag,N,Y,33824018.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33824018.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33828137,eu_outer_regions_ets_flag,N,Y,33828137.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33828137.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33828438,eu_outer_regions_ets_flag,N,Y,33828438.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33828438.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33828440,eu_outer_regions_ets_flag,N,Y,33828440.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33828440.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33828442,eu_outer_regions_ets_flag,N,Y,33828442.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33828442.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33828471,eu_outer_regions_ets_flag,N,Y,33828471.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33828471.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33828473,eu_outer_regions_ets_flag,N,Y,33828473.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33828473.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33828644,eu_outer_regions_ets_flag,N,Y,33828644.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33828644.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33832618,eu_outer_regions_ets_flag,N,Y,33832618.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33832618.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33832619,eu_outer_regions_ets_flag,N,Y,33832619.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33832619.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33832791,eu_outer_regions_ets_flag,N,Y,33832791.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33832791.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33833010,eu_outer_regions_ets_flag,N,Y,33833010.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33833010.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33833104,eu_outer_regions_ets_flag,N,Y,33833104.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33833104.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33833116,eu_outer_regions_ets_flag,N,Y,33833116.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33833116.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33833723,eu_outer_regions_ets_flag,N,Y,33833723.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33833723.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33833727,eu_outer_regions_ets_flag,N,Y,33833727.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33833727.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33833748,eu_outer_regions_ets_flag,N,Y,33833748.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33833748.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33833754,eu_outer_regions_ets_flag,N,Y,33833754.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33833754.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33833758,eu_outer_regions_ets_flag,N,Y,33833758.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33833758.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33833759,eu_outer_regions_ets_flag,N,Y,33833759.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33833759.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33834179,eu_outer_regions_ets_flag,N,Y,33834179.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33834179.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33834187,eu_outer_regions_ets_flag,N,Y,33834187.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33834187.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33837213,eu_outer_regions_ets_flag,N,Y,33837213.0,1.BAW (Speedbird),N,N,2592.0,Y,N,N,N,N,N,N,N,N,33837213.0,1.BAW (SPEEDBIRD),Y,N,2592.0,Y,N,N,N,N,N,N,N,N
33837852,eu_outer_regions_ets_flag,N,Y,33837852.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33837852.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33837922,eu_outer_regions_ets_flag,N,Y,33837922.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33837922.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33837924,eu_outer_regions_ets_flag,N,Y,33837924.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33837924.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33837967,eu_outer_regions_ets_flag,N,Y,33837967.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33837967.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33837968,eu_outer_regions_ets_flag,N,Y,33837968.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33837968.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33838102,eu_outer_regions_ets_flag,N,Y,33838102.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33838102.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33838212,eu_outer_regions_ets_flag,N,Y,33838212.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33838212.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33845319,eu_outer_regions_ets_flag,N,Y,33845319.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33845319.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33845502,eu_outer_regions_ets_flag,N,Y,33845502.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33845502.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33845509,eu_outer_regions_ets_flag,N,Y,33845509.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33845509.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33845516,eu_outer_regions_ets_flag,N,Y,33845516.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33845516.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33845583,eu_outer_regions_ets_flag,N,Y,33845583.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33845583.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33849468,eu_outer_regions_ets_flag,N,Y,33849468.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33849468.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33849630,eu_outer_regions_ets_flag,N,Y,33849630.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33849630.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33849780,eu_outer_regions_ets_flag,N,Y,33849780.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33849780.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33849783,eu_outer_regions_ets_flag,N,Y,33849783.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33849783.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33849786,eu_outer_regions_ets_flag,N,Y,33849786.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33849786.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33849971,eu_outer_regions_ets_flag,N,Y,33849971.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33849971.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33853733,eu_outer_regions_ets_flag,N,Y,33853733.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33853733.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33853894,eu_outer_regions_ets_flag,N,Y,33853894.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33853894.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33853899,eu_outer_regions_ets_flag,N,Y,33853899.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33853899.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33853903,eu_outer_regions_ets_flag,N,Y,33853903.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33853903.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33853904,eu_outer_regions_ets_flag,N,Y,33853904.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33853904.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33853925,eu_outer_regions_ets_flag,N,Y,33853925.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33853925.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33858282,eu_outer_regions_ets_flag,N,Y,33858282.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33858282.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33858288,eu_outer_regions_ets_flag,N,Y,33858288.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33858288.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33858331,eu_outer_regions_ets_flag,N,Y,33858331.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33858331.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33858402,eu_outer_regions_ets_flag,N,Y,33858402.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33858402.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33858404,eu_outer_regions_ets_flag,N,Y,33858404.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33858404.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33858465,eu_outer_regions_ets_flag,N,Y,33858465.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33858465.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33858505,eu_outer_regions_ets_flag,N,Y,33858505.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33858505.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33862128,eu_outer_regions_ets_flag,N,Y,33862128.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33862128.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33862336,eu_outer_regions_ets_flag,N,Y,33862336.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33862336.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33862543,eu_outer_regions_ets_flag,N,Y,33862543.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33862543.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33862587,eu_outer_regions_ets_flag,N,Y,33862587.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33862587.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33862709,eu_outer_regions_ets_flag,N,Y,33862709.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33862709.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33862782,eu_outer_regions_ets_flag,N,Y,33862782.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33862782.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33866217,eu_outer_regions_ets_flag,N,Y,33866217.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33866217.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33866233,eu_outer_regions_ets_flag,N,Y,33866233.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33866233.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33866353,eu_outer_regions_ets_flag,N,Y,33866353.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33866353.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33866671,eu_outer_regions_ets_flag,N,Y,33866671.0,1.BAW (Speedbird),N,N,2592.0,Y,N,N,N,N,N,N,N,N,33866671.0,1.BAW (SPEEDBIRD),Y,N,2592.0,Y,N,N,N,N,N,N,N,N
33866781,eu_outer_regions_ets_flag,N,Y,33866781.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33866781.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33866786,eu_outer_regions_ets_flag,N,Y,33866786.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33866786.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33866792,eu_outer_regions_ets_flag,N,Y,33866792.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33866792.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33866833,eu_outer_regions_ets_flag,N,Y,33866833.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33866833.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33866865,eu_outer_regions_ets_flag,N,Y,33866865.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33866865.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33866895,eu_outer_regions_ets_flag,N,Y,33866895.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33866895.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33869420,eu_outer_regions_ets_flag,N,Y,33869420.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33869420.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33870769,eu_outer_regions_ets_flag,N,Y,33870769.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33870769.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33870814,eu_outer_regions_ets_flag,N,Y,33870814.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33870814.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33870851,eu_outer_regions_ets_flag,N,Y,33870851.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33870851.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33870923,eu_outer_regions_ets_flag,N,Y,33870923.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33870923.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33870957,eu_outer_regions_ets_flag,N,Y,33870957.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33870957.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33871029,eu_outer_regions_ets_flag,N,Y,33871029.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33871029.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33874708,eu_outer_regions_ets_flag,N,Y,33874708.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33874708.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33875130,eu_outer_regions_ets_flag,N,Y,33875130.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33875130.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33875142,eu_outer_regions_ets_flag,N,Y,33875142.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33875142.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33875145,eu_outer_regions_ets_flag,N,Y,33875145.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33875145.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33875162,eu_outer_regions_ets_flag,N,Y,33875162.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33875162.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33878992,eu_outer_regions_ets_flag,N,Y,33878992.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33878992.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33879216,eu_outer_regions_ets_flag,N,Y,33879216.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33879216.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33879219,eu_outer_regions_ets_flag,N,Y,33879219.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33879219.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33879227,eu_outer_regions_ets_flag,N,Y,33879227.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33879227.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33879275,eu_outer_regions_ets_flag,N,Y,33879275.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33879275.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33879576,eu_outer_regions_ets_flag,N,Y,33879576.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33879576.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33883434,eu_outer_regions_ets_flag,N,Y,33883434.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33883434.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33883439,eu_outer_regions_ets_flag,N,Y,33883439.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33883439.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33883442,eu_outer_regions_ets_flag,N,Y,33883442.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33883442.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33883444,eu_outer_regions_ets_flag,N,Y,33883444.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33883444.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33883553,eu_outer_regions_ets_flag,N,Y,33883553.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33883553.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33883811,eu_outer_regions_ets_flag,N,Y,33883811.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33883811.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33884431,eu_outer_regions_ets_flag,N,Y,33884431.0,6. EFW (Euroflyer),N,N,2863.0,Y,N,N,N,N,N,N,N,N,33884431.0,6. EFW (EUROFLYER),Y,N,2863.0,Y,N,N,N,N,N,N,N,N
33884432,eu_outer_regions_ets_flag,N,Y,33884432.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33884432.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33884443,eu_outer_regions_ets_flag,N,Y,33884443.0,6. EFW (Euroflyer),N,N,2551.0,Y,N,N,N,N,N,N,N,N,33884443.0,6. EFW (EUROFLYER),Y,N,2551.0,Y,N,N,N,N,N,N,N,N
33884599,eu_outer_regions_ets_flag,N,Y,33884599.0,6. EFW (Euroflyer),N,N,2803.0,Y,N,N,N,N,N,N,N,N,33884599.0,6. EFW (EUROFLYER),Y,N,2803.0,Y,N,N,N,N,N,N,N,N
33884688,eu_outer_regions_ets_flag,N,Y,33884688.0,6. EFW (Euroflyer),N,N,3006.0,Y,N,N,N,N,N,N,N,N,33884688.0,6. EFW (EUROFLYER),Y,N,3006.0,Y,N,N,N,N,N,N,N,N
33884709,eu_outer_regions_ets_flag,N,Y,33884709.0,1.BAW (Speedbird),N,N,3025.0,Y,N,N,N,N,N,N,N,N,33884709.0,1.BAW (SPEEDBIRD),Y,N,3025.0,Y,N,N,N,N,N,N,N,N
33884765,eu_outer_regions_ets_flag,N,Y,33884765.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33884765.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
33891830,eu_outer_regions_ets_flag,N,Y,33891830.0,6. EFW (Euroflyer),N,N,2972.0,Y,N,N,N,N,N,N,N,N,33891830.0,6. EFW (EUROFLYER),Y,N,2972.0,Y,N,N,N,N,N,N,N,N
